Admit,Gender,Dept
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,C
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,D
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,E
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Admitted,Female,F
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,A
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,B
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,C
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,D
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
Rejected,Male,E
